"beta0mean","beta0X25","beta0X975","beta1mean","beta1X25","beta1X975","mu0mean","mu0X25","mu0X975","ga0mean","ga0X25","ga0X975","ga1mean","ga1X25","ga1X975","pmean","pX25","pX975"
1.71779205300706,1.55521209918132,1.88046521777104,5.18691332353179,5.0009088676325,5.39628235092718,1.66177516607936,1.40064690858971,1.8897751902574,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0257121691834565,0.00495042599939364,0.0645135867944573
1.82106215263143,1.64415962074223,2.00412693153197,5.1129412394512,4.91477240994637,5.36843533486427,1.70185211103291,1.45419447975089,1.93021402160171,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0164235106502814,0.000108295615787178,0.0411315320462674
1.72374473141088,1.52600789615508,1.93108190574309,5.10846147557315,4.99769481011929,5.25386350514192,1.74192905598646,1.50418574180488,1.96982177626333,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0290185704727966,0.00118121692674555,0.076589520117536
1.69296093187069,1.52134709207858,1.90212110906829,5.1089404613362,4.92674082525097,5.35282485179808,1.78200600094001,1.54816778971871,2.00504270201825,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0158310956622179,4.94229212514818e-07,0.0393036120344317
1.66605748051965,1.57000609331479,1.76386690721391,5.11749257528907,5.01013768528264,5.38074527319272,1.82208294589356,1.58136121703141,2.04770127604514,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0209563577081883,0.00363135770087868,0.0556473069006776
1.86303555896824,1.75665177073635,1.99046394613183,5.07702944157224,4.99179057563131,5.36045595145129,1.86215989084711,1.61714431926932,2.08067737949034,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0206659303213048,0.00131312516511085,0.0459755251705895
2.00889247877064,1.90315418433033,2.11403471522818,5.06368185580672,5.00461027142993,5.14435752811403,1.90223683580066,1.65094505497972,2.13042858040098,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0389317564754444,0.013261652823108,0.0874301987193532
1.85720434552674,1.73013517371059,1.98450056426498,5.05386201988685,5.00576376800596,5.18989853354529,1.94231378075421,1.68414702764373,2.19120262792831,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0510127326259745,0.0151697062819804,0.135754913646084
2.061163658125,1.9324207886983,2.19140114430829,5.14527808316144,5.00075011654699,5.34656776811817,1.98239072570776,1.71390532513988,2.25746932836924,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0230786693764093,0.004711563528685,0.0550141668352798
1.96988107541584,1.84568361900187,2.08871892793075,5.09600289814719,4.86092024043478,5.32479559505094,2.02246767066131,1.74596803715079,2.34212386262557,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0139101273636151,8.93571155486345e-08,0.0336742147914515
1.94961977867582,1.84391984717547,2.06448827941931,5.11782671912716,4.95225715228563,5.37238834752753,2.06254461561486,1.76601692918685,2.41699177252702,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0127900599200365,1.81261891682912e-05,0.0288700759325879
2.27781320602262,2.18816141639529,2.38387710431602,5.17673037342718,5.00505587967613,5.3974235236936,2.10262156056841,1.78024610634536,2.47848211314179,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0209193149736106,0.00474604690557384,0.0395083122946834
2.13036669460159,2.01157734276115,2.2273743543956,5.13966402814682,4.99942068873832,5.32538776800427,2.14269850552196,1.79447528350388,2.54142422388193,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0173180206660275,0.0012990731686666,0.0461634403118676
2.20248770135667,2.11585921265635,2.29873285783131,5.07662025634724,5.00805139637568,5.14636485130891,2.18277545047551,1.8087044606624,2.60453810883223,1.62169822112581,1.34117975016342,1.86738383854899,0.0400769449535499,0.0118178201098585,0.0751952084499801,0.0365806662520305,0.0158241846716202,0.0610422476314947
